Route ID,Route Name,Bus Number,Bus Type,Date,Departure Time,Arrival Time,Delay Duration,Passenger Count,Ticket Revenue,Fuel Consumption,Driver ID,Weather Condition,Day Type,Trip Status
R08,South Terminal - Business District,BUS-395,Mini,2025-02-13,18:00,19:12,26,21,2100.0,8.83,D016,Cloudy,Weekday,Delayed
R03,Harbor - Downtown,BUS-374,Electric,2025-02-27,08:15,09:28,10,30,2760.0,1.76,D008,Clear,Weekday,Completed
R03,Harbor - Downtown,BUS-333,Standard,2025-02-25,18:45,19:48,18,39,3120.0,10.7,D013,Clear,Weekday,Completed
R08,South Terminal - Business District,BUS-184,Standard,2025-04-28,19:00,19:58,12,33,3300.0,7.0,D006,Rain,Weekday,Completed
R08,South Terminal - Business District,BUS-317,AC,2025-01-22,17:30,18:21,10,33,4290.0,9.14,D026,Rain,Weekday,Completed
R01,City Center - Airport,BUS-138,Mini,2025-03-23,20:00,20:46,2,20,2400.0,6.07,D003,Clear,Weekend,Completed
R06,Old Town - Hospital,BUS-104,Electric,2025-01-13,13:00,14:11,7,18,1035.0,0.84,D026,Clear,Weekday,Completed
R02,North Station - University,BUS-253,Mini,2025-02-26,10:15,11:22,5,21,1260.0,11.22,D014,Fog,Weekday,Delayed
R03,Harbor - Downtown,BUS-341,Standard,2025-03-23,15:30,16:39,7,23,1840.0,13.16,D040,Storm,Weekend,Completed
R06,Old Town - Hospital,BUS-227,Standard,2025-02-24,18:45,19:47,21,44,2200.0,9.14,D035,Fog,Weekday,Delayed
R03,Harbor - Downtown,BUS-292,AC,2025-01-29,06:15,07:32,29,27,2808.0,11.19,D006,Rain,Weekday,Delayed
R05,West Gate - Tech Park,BUS-307,AC,2025-01-06,17:00,17:42,10,34,3978.0,8.76,D027,Clear,Weekday,Completed
R07,Riverside - Stadium,BUS-146,AC,2025-03-10,09:15,10:02,9,41,3997.5,8.43,D008,Rain,Weekday,Completed
R03,Harbor - Downtown,BUS-117,AC,2025-02-13,15:15,16:21,6,40,4160.0,13.95,D019,Clear,Weekday,Completed
R06,Old Town - Hospital,BUS-278,Electric,2025-02-04,07:00,08:09,21,38,2185.0,0.88,D038,Rain,Weekday,Delayed
R05,West Gate - Tech Park,BUS-391,AC,2025-03-20,17:30,19:02,23,43,5031.0,8.82,D017,Rain,Weekday,Delayed
R08,South Terminal - Business District,BUS-210,Standard,2025-03-25,07:45,08:53,28,36,3600.0,9.76,D001,Cloudy,Weekday,Delayed
R07,Riverside - Stadium,BUS-215,Standard,2025-01-01,18:00,18:53,6,44,3300.0,8.29,D004,Cloudy,Weekday,Completed
R07,Riverside - Stadium,BUS-104,Standard,2025-02-04,08:45,09:44,3,39,2925.0,10.92,D026,Clear,Weekday,Completed
R05,West Gate - Tech Park,BUS-218,Standard,2025-02-03,15:15,16:02,9,44,3960.0,7.55,D015,Fog,Weekday,Completed
R06,Old Town - Hospital,BUS-249,Mini,2025-01-05,18:15,19:10,9,16,800.0,10.5,D007,Clear,Weekend,Completed
R01,City Center - Airport,BUS-381,Standard,2025-01-17,13:15,14:31,2,22,2640.0,15.67,D037,Clear,Weekday,Completed
R08,South Terminal - Business District,BUS-330,AC,2025-04-21,06:45,07:47,9,40,5200.0,12.67,D034,Cloudy,Weekday,Completed
R08,South Terminal - Business District,BUS-389,AC,2025-04-21,10:00,10:56,6,35,4550.0,12.04,D011,Cloudy,Weekday,Completed
R02,North Station - University,BUS-333,Electric,2025-03-04,21:15,22:33,5,32,2208.0,0.08,D031,Clear,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-180,Standard,2025-03-14,19:30,20:33,0,23,1610.0,10.28,D002,Cloudy,Weekday,Completed
R07,Riverside - Stadium,BUS-209,AC,2025-03-06,17:45,18:53,15,42,4095.0,10.0,D014,Clear,Weekday,Completed
R03,Harbor - Downtown,BUS-306,Standard,2025-03-03,08:45,10:07,14,47,3760.0,14.89,D018,Clear,Weekday,Completed
R02,North Station - University,BUS-135,AC,2025-02-16,06:15,07:26,1,26,2028.0,10.72,D015,Cloudy,Weekend,Completed
R01,City Center - Airport,BUS-239,Standard,2025-01-14,09:15,09:58,10,47,5640.0,4.44,D037,Fog,Weekday,Completed
R07,Riverside - Stadium,BUS-307,Electric,2025-01-11,18:15,19:39,19,27,2329.0,0.4,D001,Rain,Weekend,Completed
R04,East Suburb - Mall Plaza,BUS-273,AC,2025-02-14,08:45,10:03,7,40,3640.0,12.22,D039,Cloudy,Weekday,Cancelled
R08,South Terminal - Business District,BUS-191,Standard,2025-02-04,13:15,14:29,2,27,2700.0,14.21,D038,Clear,Weekday,Completed
R05,West Gate - Tech Park,BUS-363,AC,2025-01-21,13:15,13:53,5,28,3276.0,4.71,D035,Cloudy,Weekday,Completed
R05,West Gate - Tech Park,BUS-296,AC,2025-03-30,21:30,22:12,0,18,2106.0,5.32,D031,Clear,Weekend,Completed
R02,North Station - University,BUS-367,Standard,2025-02-03,12:00,13:24,19,23,1380.0,10.56,D012,Clear,Weekday,Completed
R02,North Station - University,BUS-128,AC,2025-01-17,07:45,08:57,8,39,3042.0,10.9,D009,Clear,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-220,Standard,2025-02-21,05:00,05:44,0,45,3150.0,10.87,D026,Clear,Weekday,Completed
R07,Riverside - Stadium,BUS-254,Standard,2025-04-26,17:30,18:29,12,31,2325.0,7.3,D009,Clear,Weekend,Completed
R08,South Terminal - Business District,BUS-227,Standard,2025-02-04,14:15,15:27,13,33,3300.0,10.07,D007,Rain,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-345,AC,2025-01-21,08:30,09:31,27,41,3731.0,8.29,D027,Clear,Weekday,Delayed
R02,North Station - University,BUS-327,AC,2025-01-20,16:45,18:10,12,32,2496.0,13.14,D002,Fog,Weekday,Completed
R07,Riverside - Stadium,BUS-274,AC,2025-01-14,05:45,07:12,19,23,2242.0,9.02,D019,Rain,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-219,Standard,2025-03-19,18:45,19:34,7,37,2590.0,7.35,D016,Clear,Weekday,Completed
R08,South Terminal - Business District,BUS-324,AC,2025-02-08,20:30,21:28,5,33,4290.0,8.9,D011,Cloudy,Weekend,Completed
R06,Old Town - Hospital,BUS-164,Electric,2025-02-27,17:15,18:24,16,29,1667.5,0.96,D004,Fog,Weekday,Completed
R03,Harbor - Downtown,BUS-212,AC,2025-02-02,17:00,18:10,10,30,3120.0,12.1,D037,Cloudy,Weekend,Completed
R01,City Center - Airport,BUS-370,Mini,2025-01-14,07:00,08:25,11,24,2880.0,10.35,D038,Fog,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-363,Electric,2025-02-28,19:45,21:02,7,17,1368.5,0.77,D033,Clear,Weekday,Completed
R08,South Terminal - Business District,BUS-358,Standard,2025-04-29,16:00,17:21,9,40,4000.0,10.63,D034,Clear,Weekday,Completed
R02,North Station - University,BUS-222,Standard,2025-03-15,06:15,07:09,1,31,1860.0,10.69,D001,Clear,Weekend,Completed
R04,East Suburb - Mall Plaza,BUS-216,Standard,2025-03-06,11:45,12:57,20,31,2170.0,12.15,D010,Fog,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-375,Standard,2025-03-14,16:45,18:15,21,21,1470.0,12.0,D015,Rain,Weekday,Delayed
R07,Riverside - Stadium,BUS-343,AC,2025-03-05,06:00,07:14,5,33,3217.5,13.95,D006,Cloudy,Weekday,Completed
R03,Harbor - Downtown,BUS-172,Standard,2025-03-22,08:15,09:23,13,32,2560.0,11.81,D033,Clear,Weekend,Completed
R08,South Terminal - Business District,BUS-354,Mini,2025-01-09,06:00,07:01,1,25,2500.0,11.91,D023,Clear,Weekday,Delayed
R06,Old Town - Hospital,BUS-139,AC,2025-03-29,07:00,07:46,11,37,2405.0,8.77,D010,Cloudy,Weekend,Completed
R07,Riverside - Stadium,BUS-303,AC,2025-01-11,21:45,22:40,1,21,2047.5,11.11,D002,Clear,Weekend,Completed
R07,Riverside - Stadium,BUS-149,Standard,2025-02-12,20:00,21:38,27,25,1875.0,14.56,D021,Clear,Weekday,Delayed
R02,North Station - University,BUS-357,Electric,2025-03-30,12:30,13:41,1,21,1449.0,0.66,D019,Clear,Weekend,Completed
R04,East Suburb - Mall Plaza,BUS-175,Standard,2025-03-25,17:15,18:20,18,42,2940.0,7.6,D019,Rain,Weekday,Completed
R08,South Terminal - Business District,BUS-315,Standard,2025-01-25,05:00,06:24,16,33,2000.0,11.47,D002,Clear,Weekend,Cancelled
R02,North Station - University,BUS-166,Standard,2025-03-03,07:15,08:38,18,41,2460.0,9.5,D019,Fog,Weekday,Completed
R06,Old Town - Hospital,BUS-353,AC,2025-04-22,07:30,08:33,28,39,2535.0,8.12,D006,Storm,Weekday,Delayed
R07,Riverside - Stadium,BUS-113,Standard,2025-04-28,19:30,20:14,9,21,1575.0,6.86,D036,Clear,Weekday,Completed
R06,Old Town - Hospital,BUS-199,Standard,2025-02-17,17:45,18:54,10,40,2000.0,12.83,D016,Fog,Weekday,Completed
R06,Old Town - Hospital,BUS-279,AC,2025-01-23,13:15,14:33,6,36,2340.0,12.39,D034,Cloudy,Weekday,Completed
R01,City Center - Airport,BUS-101,Mini,2025-03-06,10:45,11:24,4,12,1440.0,8.1,D009,Clear,Weekday,Completed
R05,West Gate - Tech Park,BUS-127,Mini,2025-02-22,16:30,17:26,12,20,1800.0,10.51,D002,Fog,Weekend,Completed
R05,West Gate - Tech Park,BUS-309,Standard,2025-01-18,16:30,17:18,1,28,2520.0,8.33,D004,Clear,Weekend,Cancelled
R01,City Center - Airport,BUS-283,AC,2025-03-03,20:00,20:48,2,33,6240.0,9.35,D004,Clear,Weekday,Completed
R03,Harbor - Downtown,BUS-316,Electric,2025-03-09,18:30,19:24,12,25,2300.0,0.08,D010,Clear,Weekend,Completed
R03,Harbor - Downtown,BUS-227,AC,2025-02-04,20:00,20:51,9,30,3120.0,10.42,D020,Clear,Weekday,Cancelled
R07,Riverside - Stadium,BUS-130,Standard,2025-04-11,00:00,22:45,16,32,2400.0,12.15,D037,Rain,Weekday,Completed
R06,Old Town - Hospital,BUS-344,Standard,2025-04-24,13:15,13:51,1,36,1800.0,7.91,D026,Cloudy,Weekday,Completed
R08,South Terminal - Business District,BUS-348,AC,2025-01-26,13:45,14:39,15,19,2470.0,7.9,D034,Fog,Weekend,Completed
R03,Harbor - Downtown,BUS-274,AC,2025-02-19,09:00,10:01,15,19,1976.0,11.33,D003,Clear,Weekday,Completed
R08,South Terminal - Business District,BUS-285,Standard,2025-02-19,20:00,21:12,2,22,2200.0,14.24,D034,Clear,Weekday,Delayed
R01,City Center - Airport,BUS-205,AC,2025-04-24,06:15,07:11,11,33,3432.0,9.32,D024,Fog,Weekday,Delayed
R05,West Gate - Tech Park,BUS-333,AC,2025-01-19,08:00,08:57,24,35,4095.0,5.38,D013,Rain,Weekend,Cancelled
R04,East Suburb - Mall Plaza,BUS-228,Electric,2025-03-07,11:15,12:34,7,38,3059.0,0.37,D036,Clear,Weekday,Completed
R01,City Center - Airport,BUS-345,AC,2025-01-19,20:30,21:48,7,21,3276.0,13.79,D007,Clear,Weekend,Completed
R07,Riverside - Stadium,BUS-342,Electric,2025-04-13,18:45,19:29,13,24,2070.0,0.45,D020,Clear,Weekend,Completed
R01,City Center - Airport,BUS-347,AC,2025-03-07,18:30,19:22,7,37,5772.0,6.64,D039,Clear,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-374,Electric,2025-04-01,08:45,09:35,17,38,3059.0,1.31,D024,Rain,Weekday,Completed
R01,City Center - Airport,BUS-370,Mini,2025-01-07,19:15,20:04,8,23,2760.0,8.09,D007,Rain,Weekday,Completed
R08,South Terminal - Business District,BUS-226,Standard,2025-04-17,12:30,13:20,5,32,3200.0,7.63,D009,Clear,Weekday,Completed
R05,West Gate - Tech Park,BUS-263,AC,2025-01-14,18:15,19:17,21,42,4914.0,10.81,D020,Clear,Weekday,Delayed
R08,South Terminal - Business District,BUS-253,Standard,2025-04-26,09:15,10:22,10,32,3200.0,12.1,D038,Cloudy,Weekend,Completed
R05,West Gate - Tech Park,BUS-246,AC,2025-02-23,14:45,15:42,7,31,3627.0,8.44,D026,Fog,Weekend,Delayed
R07,Riverside - Stadium,BUS-268,Standard,2025-01-17,18:15,19:13,17,40,3000.0,10.19,D036,Rain,Weekday,Completed
R06,Old Town - Hospital,BUS-227,AC,2025-04-30,18:15,19:37,12,40,2600.0,15.0,D029,Rain,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-360,AC,2025-01-11,15:45,16:45,23,32,2912.0,6.42,D003,Rain,Weekend,Delayed
R05,West Gate - Tech Park,BUS-162,Standard,2025-01-09,16:00,16:47,3,49,4410.0,6.31,D019,Cloudy,Weekday,Completed
R08,South Terminal - Business District,BUS-196,Standard,2025-02-07,17:15,18:22,19,38,3800.0,11.7,D019,Storm,Weekday,Completed
R02,North Station - University,BUS-273,AC,2025-03-07,17:00,18:07,3,42,3276.0,11.66,Unknown,Clear,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-211,Electric,2025-02-07,05:30,06:32,7,22,1771.0,1.89,D032,Clear,Weekday,Cancelled
R04,East Suburb - Mall Plaza,BUS-223,AC,2025-01-30,19:30,20:34,0,28,2548.0,14.02,D021,Cloudy,Weekday,Completed
R05,West Gate - Tech Park,BUS-202,AC,2025-03-31,15:15,15:53,7,36,4212.0,7.24,D013,Clear,Weekday,Completed
R01,City Center - Airport,BUS-186,AC,2025-03-05,06:15,07:30,4,28,4368.0,17.06,D019,Rain,Weekday,Completed
R05,West Gate - Tech Park,BUS-140,AC,2025-01-18,11:00,11:47,9,26,3042.0,10.06,D023,Clear,Weekend,Cancelled
R04,East Suburb - Mall Plaza,BUS-226,Standard,2025-03-22,06:30,07:51,24,32,2240.0,13.2,D006,Rain,Weekend,Delayed
R07,Riverside - Stadium,BUS-272,Standard,2025-01-05,15:00,16:19,25,37,2775.0,13.24,D024,Clear,Weekend,Delayed
R08,South Terminal - Business District,BUS-156,AC,2025-04-04,18:30,19:48,7,33,4290.0,14.49,D038,Clear,Weekday,Delayed
R01,City Center - Airport,BUS-362,Standard,2025-03-07,09:45,10:56,8,26,3120.0,10.43,D022,Fog,Weekday,Completed
R08,South Terminal - Business District,BUS-140,AC,2025-04-28,07:00,07:48,17,33,5460.0,4.64,D007,Fog,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-125,AC,2025-01-20,20:30,21:30,3,22,2002.0,10.93,Unknown,Clear,Weekday,Delayed
R03,Harbor - Downtown,BUS-250,Standard,2025-04-06,15:00,16:35,20,36,2880.0,10.3,D019,Rain,Weekend,Completed
R06,Old Town - Hospital,BUS-372,AC,2025-04-25,08:00,08:54,19,38,2470.0,7.08,D007,Clear,Weekday,Completed
R06,Old Town - Hospital,BUS-372,Mini,2025-02-10,08:00,08:54,5,23,1150.0,11.2,D024,Clear,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-337,Mini,2025-03-28,18:15,19:30,18,19,1330.0,8.69,D030,Rain,Weekday,Completed
R08,South Terminal - Business District,BUS-266,Electric,2025-01-05,10:45,11:48,26,22,2530.0,1.05,D033,Rain,Weekend,Delayed
R06,Old Town - Hospital,BUS-150,Mini,2025-01-21,10:45,11:57,0,22,1100.0,10.0,D039,Clear,Weekday,Completed
R02,North Station - University,BUS-150,AC,2025-03-13,16:00,17:09,11,31,2418.0,12.59,D023,Clear,Weekday,Completed
R01,City Center - Airport,BUS-362,Standard,2025-03-22,07:00,07:53,9,38,4560.0,5.96,D021,Clear,Weekend,Completed
R01,City Center - Airport,BUS-362,Standard,2025-01-12,08:30,09:39,4,38,4560.0,13.53,D036,Clear,Weekend,Completed
R01,City Center - Airport,BUS-300,Mini,2025-03-08,06:15,07:26,7,12,1440.0,16.54,D020,Fog,Weekend,Delayed
R01,City Center - Airport,BUS-109,Mini,2025-04-03,15:15,16:12,7,21,2520.0,8.03,D009,Clear,Weekday,Completed
R06,Old Town - Hospital,BUS-181,Standard,2025-03-10,17:00,18:16,16,44,2200.0,9.95,D011,Storm,Weekday,Completed
R01,City Center - Airport,BUS-147,Standard,2025-04-18,13:30,14:01,0,49,5880.0,6.53,D006,Clear,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-195,Standard,2025-01-09,18:00,19:15,19,43,3010.0,9.77,D035,Rain,Weekday,Completed
R07,Riverside - Stadium,BUS-181,AC,2025-01-10,13:15,14:48,23,21,2047.5,12.48,D019,Fog,Weekday,Delayed
R05,West Gate - Tech Park,BUS-154,AC,2025-03-30,10:45,11:38,5,37,4329.0,12.3,D025,Clear,Weekend,Completed
R08,South Terminal - Business District,BUS-311,Standard,2025-03-13,09:00,10:01,8,33,2200.0,8.64,D029,Rain,Weekday,Completed
R08,South Terminal - Business District,BUS-223,AC,2025-01-26,21:15,22:22,19,35,4550.0,12.34,D019,Storm,Weekend,Completed
R06,Old Town - Hospital,BUS-327,Standard,2025-04-16,08:45,09:40,19,46,2300.0,10.22,D020,Clear,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-148,AC,2025-02-26,16:15,17:53,24,32,2912.0,16.08,D038,Clear,Weekday,Delayed
R08,South Terminal - Business District,BUS-368,Standard,2025-02-08,05:30,06:16,3,35,3500.0,9.03,D036,Cloudy,Weekend,Completed
R07,Riverside - Stadium,BUS-173,Standard,2025-01-18,07:45,09:03,9,41,3075.0,13.11,D039,Clear,Weekend,Completed
R07,Riverside - Stadium,BUS-276,Standard,2025-03-27,08:00,09:07,26,42,3150.0,8.88,D013,Rain,Weekday,Delayed
R06,Old Town - Hospital,BUS-381,AC,2025-01-24,08:30,09:17,16,34,2210.0,6.5,D012,Cloudy,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-160,Electric,2025-01-17,18:15,19:02,9,28,2254.0,1.06,D028,Cloudy,Weekday,Completed
R05,West Gate - Tech Park,BUS-147,Standard,2025-04-01,22:45,23:53,3,40,3600.0,10.11,D018,Clear,Weekday,Delayed
R04,East Suburb - Mall Plaza,BUS-206,AC,2025-02-25,18:30,19:33,15,33,3003.0,10.07,D040,Rain,Weekday,Completed
R08,South Terminal - Business District,BUS-364,Standard,2025-04-27,15:00,15:57,13,28,2800.0,8.45,D014,Clear,Weekend,Delayed
R08,South Terminal - Business District,BUS-118,AC,2025-02-13,18:45,20:10,15,35,4550.0,13.76,D021,Rain,Weekday,Completed
R02,North Station - University,BUS-399,Standard,2025-03-28,16:00,17:23,9,42,2520.0,16.63,D018,Rain,Weekday,Completed
R08,South Terminal - Business District,BUS-115,AC,2025-01-25,06:30,07:48,4,21,2730.0,10.87,D014,Cloudy,Weekend,Completed
R01,City Center - Airport,BUS-335,Electric,2025-04-25,18:00,19:25,19,29,4002.0,1.38,Unknown,Rain,Weekday,Completed
R07,Riverside - Stadium,BUS-107,Mini,2025-02-25,14:00,15:09,12,24,1800.0,13.95,D020,Clear,Weekday,Completed
R06,Old Town - Hospital,BUS-278,AC,2025-02-13,15:45,16:43,26,32,2080.0,7.28,D008,Rain,Weekday,Delayed
R07,Riverside - Stadium,BUS-319,Mini,2025-03-30,08:15,09:26,20,19,1425.0,9.75,D013,Rain,Weekend,Cancelled
R08,South Terminal - Business District,BUS-253,Standard,2025-04-17,16:45,17:34,17,20,2000.0,4.57,D017,Rain,Weekday,Completed
R06,Old Town - Hospital,BUS-250,Electric,2025-01-17,17:00,17:52,15,33,1782.5,1.14,D020,Clear,Weekday,Completed
R05,West Gate - Tech Park,BUS-194,Mini,2025-02-25,07:00,08:12,20,24,2160.0,12.4,D030,Clear,Weekday,Completed
R06,Old Town - Hospital,BUS-172,Electric,2025-03-08,18:00,18:43,6,26,1495.0,1.15,D038,Clear,Weekend,Completed
R03,Harbor - Downtown,BUS-335,Mini,2025-03-17,21:30,22:56,17,20,1600.0,14.22,D008,Cloudy,Weekday,Cancelled
R04,East Suburb - Mall Plaza,BUS-163,Standard,2025-03-27,15:15,16:06,3,21,1470.0,9.67,D027,Clear,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-130,Standard,2025-03-23,16:45,17:33,1,33,2310.0,10.74,D013,Clear,Weekend,Completed
R07,Riverside - Stadium,BUS-110,Standard,2025-02-24,09:30,10:42,17,32,2400.0,13.94,D039,Rain,Weekday,Completed
R05,West Gate - Tech Park,BUS-224,AC,2025-02-17,07:45,08:55,10,32,3744.0,13.97,D012,Clear,Weekday,Completed
R03,Harbor - Downtown,BUS-212,Mini,2025-01-06,15:45,16:49,14,20,1600.0,13.23,D030,Clear,Weekday,Delayed
R03,Harbor - Downtown,BUS-393,Mini,2025-01-31,06:15,07:13,1,19,1520.0,12.92,D025,Clear,Weekday,Completed
R03,Harbor - Downtown,BUS-189,Electric,2025-02-09,19:45,20:44,1,14,1288.0,0.19,D008,Clear,Weekend,Completed
R05,West Gate - Tech Park,BUS-270,Standard,2025-03-12,20:45,21:33,1,48,4320.0,8.29,D008,Clear,Weekday,Cancelled
R05,West Gate - Tech Park,BUS-301,AC,2025-03-29,19:30,20:12,12,21,2457.0,4.56,D028,Fog,Weekend,Completed
R01,City Center - Airport,BUS-155,AC,2025-01-04,08:30,10:01,30,37,5772.0,12.02,D015,Fog,Weekend,Delayed
R02,North Station - University,BUS-350,Standard,2025-01-17,17:30,18:13,10,42,2520.0,5.54,D003,Clear,Weekday,Completed
R03,Harbor - Downtown,BUS-314,Mini,2025-04-19,17:45,19:22,58,16,1280.0,8.11,D029,Rain,Weekend,Delayed
R02,North Station - University,BUS-375,Standard,2025-04-12,18:30,19:15,11,30,1800.0,9.35,D034,Clear,Weekend,Completed
R04,East Suburb - Mall Plaza,BUS-236,Electric,2025-04-26,12:00,13:12,1,15,1207.5,0.53,D040,Cloudy,Weekend,Cancelled
R04,East Suburb - Mall Plaza,BUS-208,Standard,2025-03-12,17:45,18:44,10,33,3080.0,6.63,D015,Clear,Weekday,Completed
R08,South Terminal - Business District,BUS-335,Standard,2025-01-25,10:15,11:20,10,41,4100.0,8.63,D016,Clear,Weekend,Delayed
R07,Riverside - Stadium,BUS-255,Standard,2025-01-15,08:30,09:22,8,44,3300.0,9.59,D035,Clear,Weekday,Delayed
R01,City Center - Airport,BUS-215,Standard,2025-04-19,07:00,07:40,6,31,3720.0,8.75,D023,Cloudy,Weekend,Completed
R08,South Terminal - Business District,BUS-359,AC,2025-01-09,18:15,19:17,24,33,4810.0,10.09,D029,Rain,Weekday,Delayed
R06,Old Town - Hospital,BUS-322,Mini,2025-03-08,12:15,13:25,14,15,750.0,9.24,D004,Rain,Weekend,Cancelled
R01,City Center - Airport,BUS-380,AC,2025-03-28,13:15,14:25,0,42,6552.0,12.83,D028,Clear,Weekday,Delayed
R05,West Gate - Tech Park,BUS-397,Standard,2025-04-09,08:15,09:16,17,49,4410.0,10.24,D009,Clear,Weekday,Completed
R03,Harbor - Downtown,BUS-172,AC,2025-04-30,12:30,13:20,3,33,1976.0,10.06,D021,Clear,Weekday,Completed
R05,West Gate - Tech Park,BUS-334,AC,2025-04-26,08:30,09:52,8,33,3861.0,10.32,D032,Clear,Weekend,Completed
R05,West Gate - Tech Park,BUS-309,Standard,2025-01-19,06:15,07:26,12,36,3240.0,10.5,D019,Storm,Weekend,Delayed
R08,South Terminal - Business District,BUS-243,Standard,2025-03-25,07:45,09:03,10,42,4200.0,11.76,D026,Clear,Weekday,Completed
R06,Old Town - Hospital,BUS-366,Standard,2025-03-10,18:45,20:01,33,49,2450.0,8.41,D037,Cloudy,Weekday,Delayed
R03,Harbor - Downtown,BUS-277,Standard,2025-03-27,21:45,23:05,5,26,2080.0,16.22,D037,Clear,Weekday,Completed
R01,City Center - Airport,BUS-311,Standard,2025-02-19,21:45,22:29,4,28,3360.0,7.75,D037,Clear,Weekday,Completed
R02,North Station - University,BUS-183,Standard,2025-04-30,19:00,20:02,6,48,2880.0,11.05,D032,Rain,Weekday,Completed
R08,South Terminal - Business District,BUS-189,Mini,2025-01-23,08:45,09:33,13,25,2500.0,10.23,D022,Clear,Weekday,Completed
R05,West Gate - Tech Park,BUS-245,AC,2025-01-12,17:00,18:51,37,35,4095.0,15.14,D002,Fog,Weekend,Cancelled
R04,East Suburb - Mall Plaza,BUS-272,Electric,2025-04-15,17:30,18:21,9,34,2737.0,0.87,D032,Clear,Weekday,Cancelled
R01,City Center - Airport,BUS-116,Standard,2025-04-22,06:30,07:39,6,41,4920.0,13.15,D031,Cloudy,Weekday,Completed
R08,South Terminal - Business District,BUS-378,Standard,2025-02-19,20:00,21:08,4,35,3500.0,14.88,D009,Fog,Weekday,Delayed
R05,West Gate - Tech Park,BUS-117,Electric,2025-02-02,15:15,16:16,6,18,1863.0,1.82,D019,Rain,Weekend,Completed
R03,Harbor - Downtown,BUS-111,Standard,2025-02-02,18:00,18:52,15,33,2640.0,9.38,D032,Fog,Weekend,Completed
R05,West Gate - Tech Park,BUS-395,AC,2025-01-25,14:00,15:14,1,21,2457.0,18.09,D027,Clear,Weekend,Completed
R07,Riverside - Stadium,BUS-186,Mini,2025-01-06,16:30,17:15,4,23,1725.0,8.21,D014,Clear,Weekday,Completed
R02,North Station - University,BUS-289,Electric,2025-04-15,08:45,09:38,15,38,2622.0,0.1,D035,Rain,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-207,AC,2025-01-23,07:30,08:29,14,37,3367.0,9.85,D032,Clear,Weekday,Completed
R01,City Center - Airport,BUS-302,AC,2025-03-03,18:00,19:24,9,37,5772.0,11.73,D010,Clear,Weekday,Completed
R01,City Center - Airport,BUS-153,Standard,2025-02-13,09:00,10:00,2,33,5640.0,7.62,D020,Clear,Weekday,Delayed
R01,City Center - Airport,BUS-218,AC,2025-02-12,07:15,08:06,10,32,4992.0,7.6,D001,Clear,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-220,Mini,2025-04-04,07:45,09:00,14,22,1540.0,12.8,D026,Clear,Weekday,Cancelled
R07,Riverside - Stadium,BUS-319,Standard,2025-01-23,20:15,20:58,10,30,2250.0,5.14,D009,Cloudy,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-281,Electric,2025-03-15,10:30,11:18,10,33,1288.0,0.35,D039,Clear,Weekend,Completed
R08,South Terminal - Business District,BUS-392,Standard,2025-02-01,08:15,08:52,3,33,3800.0,7.92,D037,Clear,Weekend,Completed
R02,North Station - University,BUS-315,AC,2025-02-07,18:45,19:38,15,38,2964.0,8.34,D026,Rain,Weekday,Completed
R05,West Gate - Tech Park,BUS-204,Standard,2025-01-04,05:00,06:10,10,38,3420.0,11.54,D019,Cloudy,Weekend,Completed
R08,South Terminal - Business District,BUS-253,AC,2025-01-14,22:15,23:08,8,35,4550.0,8.12,D035,Rain,Weekday,Completed
R05,West Gate - Tech Park,BUS-235,AC,2025-01-06,20:00,20:46,4,40,4680.0,6.6,D040,Clear,Weekday,Completed
R07,Riverside - Stadium,BUS-399,Standard,2025-03-11,17:30,18:46,12,38,2850.0,12.07,D036,Clear,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-308,AC,2025-04-03,14:15,14:55,4,32,2912.0,7.77,D037,Cloudy,Weekday,Completed
R08,South Terminal - Business District,BUS-270,Standard,2025-04-18,19:15,20:08,8,36,3600.0,9.73,D023,Clear,Weekday,Completed
R07,Riverside - Stadium,BUS-310,Standard,2025-03-03,19:00,19:57,4,38,2850.0,7.35,D026,Clear,Weekday,Completed
R04,East Suburb - Mall Plaza,BUS-320,Electric,2025-04-26,16:00,16:57,10,22,1771.0,1.99,Unknown,Clear,Weekend,Completed
R02,North Station - University,BUS-323,Standard,2025-03-10,16:15,17:06,12,21,1260.0,5.91,D011,Cloudy,Weekday,Cancelled
R03,Harbor - Downtown,BUS-201,Standard,2025-04-26,12:00,13:09,7,18,1440.0,14.98,D027,Clear,Weekend,Completed
