Transaction ID,Customer ID,Product Category,Product Name,Quantity,Unit Price,Total Amount,Purchase Date,Customer City,Payment Method
100536,C0364,Sports,Yoga Mat,3.0,9152.13,27456.39,2025-07-26,Sialkot,Cash
100570,C0595,Electronics,Monitor,3.0,59111.58,177334.74,2024-04-20,Sialkot,Unknown
101426,C0161,Groceries,Bread Loaf,2.0,1984.44,3968.88,2025-06-19,Lahore,Bank Transfer
100514,C0587,Beauty,Sunscreen,1.0,2035.32,2035.32,2024-06-12,Peshawar,Cash
100236,C0014,Electronics,Power Bank,2.0,63612.86,127225.72,2024-10-17,Unknown,Debit Card
100304,C0383,Clothing,Jeans,5.0,6701.11,33505.55,2024-04-14,Faisalabad,Mobile Wallet
101237,C0493,Beauty,Face Wash,2.0,2917.84,5835.68,2024-08-28,Lahore,Debit Card
101171,C0006,Sports,Running Shoes,4.0,10567.99,42271.96,2025-01-14,Lahore,Mobile Wallet
100505,C0336,Beauty,Hair Oil,1.0,785.22,785.22,2024-11-09,Lahore,Debit Card
100893,C0099,Electronics,USB-C Cable,2.0,57356.93,114713.86,2025-06-26,Hyderabad,Debit Card
100255,C0098,Electronics,Smartphone,2.0,21144.28,42288.56,2024-09-10,Islamabad,Bank Transfer
100123,C0489,Electronics,USB-C Cable,1.0,87306.24,87306.24,2025-12-27,Sialkot,Debit Card
101097,C0531,Groceries,Eggs Dozen,1.0,665.47,665.47,2024-02-05,Sialkot,Debit Card
100189,C0156,Sports,Running Shoes,5.0,9413.34,47066.7,2024-05-15,Islamabad,Unknown
100500,C0302,Home & Kitchen,Knife Set,4.0,5301.59,21206.36,2025-09-16,Peshawar,Bank Transfer
100860,C0077,Home & Kitchen,Pillow,5.0,7501.97,37509.85,2024-09-09,Sialkot,Debit Card
101068,C0314,Electronics,Monitor,4.0,77369.73,309478.92,2024-06-21,Islamabad,Mobile Wallet
101030,C0257,Electronics,Bluetooth Speaker,1.0,94910.61,94910.61,2024-08-05,Multan,Cash
100539,C0330,Electronics,Smartphone,5.0,23403.35,117016.75,2025-09-27,Peshawar,Debit Card
100750,C0589,Sports,Water Bottle,4.0,4235.35,16941.4,2025-03-18,Lahore,Mobile Wallet
100773,C0354,Groceries,Sugar 1kg,4.0,378.43,1513.72,2025-06-17,Quetta,Debit Card
100828,C0286,Home & Kitchen,Water Bottle,4.0,10754.07,43016.28,2025-05-18,Karachi,Mobile Wallet
101355,C0333,Home & Kitchen,Knife Set,2.0,6532.31,13064.62,2024-09-12,Rawalpindi,Credit Card
100098,C0001,Electronics,Smartwatch,2.0,29454.87,58909.74,2024-11-25,Multan,Cash
100237,C0101,Beauty,Shampoo,3.0,3440.14,10320.42,2024-11-19,Sialkot,Mobile Wallet
101085,C0175,Clothing,Sneakers,4.0,4285.55,17142.2,2024-10-25,Islamabad,Debit Card
100746,C0537,Beauty,Face Wash,5.0,214.41,1072.05,2025-12-06,Lahore,Credit Card
100687,C0300,Sports,Water Bottle,3.0,1589.13,4767.39,2025-05-10,Lahore,Credit Card
100823,C0268,Sports,Water Bottle,1.0,11780.45,11780.45,2024-11-12,Sialkot,Debit Card
100836,C0504,Beauty,Shampoo,4.0,4310.16,17240.64,2024-01-10,Unknown,Bank Transfer
100333,C0565,Beauty,Perfume,5.0,358.58,1792.9,2024-01-10,Faisalabad,Unknown
100605,C0176,Electronics,USB-C Cable,2.0,50365.43,100730.86,2024-05-05,Faisalabad,Credit Card
100792,C0333,Home & Kitchen,Knife Set,1.0,8068.94,8068.94,2025-04-14,Unknown,Bank Transfer
101386,C0201,Groceries,Sugar 1kg,4.0,2355.77,9423.08,2024-06-16,Islamabad,Credit Card
101195,C0453,Clothing,Dress,2.0,5715.16,11430.32,2024-09-03,Unknown,Bank Transfer
100021,C0338,Clothing,Sneakers,4.0,4315.19,17260.76,2024-12-07,Quetta,Credit Card
100881,C0431,Home & Kitchen,Frying Pan,4.0,1787.1,7148.4,2024-05-18,Multan,Credit Card
100061,C0558,Sports,Gym Gloves,1.0,8227.01,8227.01,2025-06-16,Islamabad,Bank Transfer
100427,C0068,Clothing,Jeans,5.0,4725.47,23627.35,2025-11-25,Islamabad,Cash
100664,C0551,Clothing,T-Shirt,2.0,2098.57,4197.14,2025-05-17,Rawalpindi,Bank Transfer
100169,C0084,Beauty,Hair Oil,4.0,2537.55,10150.2,2025-06-07,Lahore,Credit Card
101289,C0533,Clothing,Sneakers,3.0,872.18,2616.54,2024-10-09,Islamabad,Bank Transfer
101371,C0382,Groceries,Bread Loaf,1.0,402.78,402.78,2024-11-26,Rawalpindi,Credit Card
101504,C0533,Beauty,Shampoo,1.0,287.08,287.08,2025-11-06,Peshawar,Cash
100044,C0043,Beauty,Lipstick,3.0,4130.1,12390.3,2025-06-10,Lahore,Bank Transfer
100646,C0510,Groceries,Eggs Dozen,1.0,1601.87,1601.87,2024-11-03,Hyderabad,Debit Card
101661,C0501,Sports,Running Shoes,5.0,7107.81,35539.05,2025-08-09,Faisalabad,Debit Card
101286,C0478,Home & Kitchen,Frying Pan,2.0,1146.48,2292.96,2024-10-07,Quetta,Cash
100279,C0469,Sports,Football,4.0,4565.24,18260.96,2025-09-18,Faisalabad,Bank Transfer
100770,C0229,Sports,Cricket Bat,3.0,3919.54,11758.62,2024-02-24,Quetta,Debit Card
101058,C0324,Clothing,T-Shirt,5.0,3549.54,17747.7,2024-08-14,Faisalabad,Mobile Wallet
101645,C0375,Clothing,Dress,2.0,5286.16,10572.32,2025-09-23,Quetta,Debit Card
100363,C0185,Groceries,Cooking Oil 1L,5.0,2248.42,11242.1,2025-10-14,Multan,Mobile Wallet
100807,C0536,Home & Kitchen,Water Bottle,1.0,3797.44,3797.44,2024-06-20,Unknown,Credit Card
100635,C0410,Home & Kitchen,Towel,1.0,5203.89,5203.89,2025-07-05,Multan,Bank Transfer
100707,C0536,Sports,Cricket Bat,5.0,1101.95,5509.75,2024-04-03,Rawalpindi,Cash
100834,C0048,Electronics,Monitor,4.0,85504.65,342018.6,2024-03-06,Peshawar,Bank Transfer
101266,C0362,Clothing,Cap,3.0,2256.46,6769.38,2024-09-19,Faisalabad,Mobile Wallet
100326,C0421,Groceries,Tea Pack,3.0,2362.02,7086.06,2024-12-12,Karachi,Debit Card
100477,C0462,Sports,Water Bottle,2.0,9950.74,19901.48,2025-12-14,Peshawar,Mobile Wallet
100472,C0495,Beauty,Lipstick,5.0,3778.58,18892.9,2024-04-09,Lahore,Mobile Wallet
101328,C0488,Electronics,USB-C Cable,5.0,9203.15,46015.75,2024-11-03,Lahore,Cash
101150,C0584,Clothing,Jacket,5.0,4749.23,23746.15,2024-03-26,Faisalabad,Bank Transfer
100851,C0275,Beauty,Sunscreen,4.0,2624.5,10498.0,2025-04-17,Islamabad,Credit Card
101354,C0115,Clothing,Cap,4.0,542.91,2171.64,2025-04-18,Lahore,Debit Card
101212,C0107,Groceries,Milk 1L,3.0,599.23,1797.69,2024-12-18,Lahore,Credit Card
101311,C0544,Clothing,Cap,5.0,1182.59,5912.95,2025-12-15,Lahore,Debit Card
101366,C0247,Electronics,Laptop,5.0,62253.54,311267.7,2024-11-07,Rawalpindi,Bank Transfer
101406,C0155,Electronics,Wireless Earbuds,2.0,61092.95,122185.9,2024-05-27,Sialkot,Debit Card
101494,C0435,Electronics,Laptop,2.0,111771.6,223543.2,2024-10-24,Hyderabad,Cash
100278,C0127,Clothing,Sneakers,2.0,7079.3,14158.6,2025-09-09,Peshawar,Bank Transfer
101550,C0336,Sports,Running Shoes,5.0,2702.25,13511.25,2025-06-23,Lahore,Bank Transfer
100464,C0010,Clothing,Jeans,2.0,537.7,1075.4,2025-12-08,Islamabad,Cash
101238,C0231,Beauty,Hair Oil,3.0,809.05,2427.15,2025-08-15,Hyderabad,Bank Transfer
101507,C0383,Clothing,Socks Pack,2.0,3684.83,7369.66,2024-09-08,Rawalpindi,Bank Transfer
100996,C0061,Clothing,Dress,5.0,6510.14,32550.7,2025-07-02,Quetta,Cash
101666,C0334,Home & Kitchen,Frying Pan,3.0,3580.61,10741.83,2024-01-15,Faisalabad,Credit Card
101476,C0108,Sports,Water Bottle,5.0,13927.73,69638.65,2025-10-26,Faisalabad,Mobile Wallet
101296,C0354,Groceries,Milk 1L,5.0,428.81,2144.05,2025-10-06,Quetta,Cash
101139,C0118,Beauty,Face Wash,5.0,3013.02,15065.1,2024-01-09,Sialkot,Credit Card
101474,C0538,Electronics,Bluetooth Speaker,3.0,36553.88,109661.64,2025-07-07,Unknown,Cash
100344,C0294,Groceries,Sugar 1kg,5.0,1361.78,6808.9,2025-12-06,Multan,Debit Card
100557,C0035,Beauty,Lipstick,3.0,445.37,1336.11,2025-09-24,Karachi,Mobile Wallet
100262,C0259,Groceries,Eggs Dozen,4.0,1764.08,7056.32,2025-03-13,Lahore,Cash
101006,C0245,Home & Kitchen,Pillow,3.0,7371.25,22113.75,2024-07-26,Lahore,Debit Card
100286,C0341,Beauty,Sunscreen,1.0,176.7,176.7,2024-04-28,Faisalabad,Credit Card
101318,C0263,Groceries,Rice 5kg,2.0,1284.13,2568.26,2025-09-15,Sialkot,Credit Card
100584,C0278,Beauty,Face Wash,1.0,1215.23,1215.23,2025-08-22,Lahore,Bank Transfer
101379,C0109,Beauty,Perfume,5.0,2912.13,14560.65,2024-11-16,Faisalabad,Mobile Wallet
100655,C0394,Beauty,Body Lotion,2.0,4942.4,9884.8,2024-05-26,Sialkot,Cash
101256,C0383,Beauty,Perfume,1.0,249.48,249.48,2025-10-11,Quetta,Debit Card
100862,C0084,Groceries,Sugar 1kg,2.0,830.28,1660.56,2025-09-16,Karachi,Unknown
101100,C0511,Sports,Dumbbell Set,3.0,10550.35,31651.05,2025-07-18,Lahore,Bank Transfer
100247,C0569,Electronics,Monitor,1.0,87946.73,87946.73,2025-03-28,Rawalpindi,Credit Card
100309,C0582,Sports,Yoga Mat,1.0,14183.01,14183.01,2025-12-12,Peshawar,Debit Card
100673,C0479,Groceries,Cooking Oil 1L,4.0,1344.44,5377.76,2024-12-09,Islamabad,Mobile Wallet
100508,C0128,Home & Kitchen,Water Bottle,5.0,588.8,2944.0,2024-02-18,Sialkot,Mobile Wallet
101407,C0030,Home & Kitchen,Dinner Set,3.0,8712.5,26137.5,2025-06-03,Hyderabad,Bank Transfer
101117,C0161,Groceries,Sugar 1kg,1.0,904.19,904.19,2024-06-05,Multan,Credit Card
101624,C0355,Groceries,Bread Loaf,4.0,1451.9,5807.6,2025-09-23,Lahore,Credit Card
101327,C0178,Beauty,Perfume,4.0,307.43,1229.72,2024-03-04,Islamabad,Credit Card
101374,C0419,Groceries,Cooking Oil 1L,4.0,806.55,3226.2,2025-01-07,Quetta,Credit Card
100164,C0332,Groceries,Milk 1L,5.0,1726.15,8630.75,2024-06-07,Karachi,Bank Transfer
100195,C0455,Groceries,Rice 5kg,1.0,604.51,604.51,2024-03-03,Sialkot,Credit Card
100599,C0567,Beauty,Body Lotion,3.0,1415.46,4246.38,2024-06-13,Hyderabad,Bank Transfer
101251,C0409,Home & Kitchen,Knife Set,3.0,5473.2,16419.6,2025-04-16,Quetta,Credit Card
101419,C0579,Home & Kitchen,Dinner Set,3.0,9493.87,28481.61,2024-02-07,Karachi,Cash
101151,C0550,Electronics,Power Bank,1.0,35898.62,35898.62,2024-01-04,Faisalabad,Credit Card
100571,C0215,Beauty,Sunscreen,2.0,4375.88,8751.76,2024-10-24,Multan,Bank Transfer
101439,C0243,Electronics,Laptop,3.0,7992.29,23976.87,2025-06-05,Multan,Unknown
101443,C0586,Beauty,Face Wash,3.0,2093.19,6279.57,2024-11-07,Rawalpindi,Credit Card
100046,C0277,Home & Kitchen,Knife Set,5.0,8451.82,42259.1,2024-12-25,Hyderabad,Mobile Wallet
100972,C0160,Sports,Cricket Bat,5.0,14183.78,70918.9,2024-07-16,Rawalpindi,Debit Card
101306,C0099,Beauty,Face Wash,3.0,4715.1,14145.3,2024-11-18,Islamabad,Mobile Wallet
100026,C0504,Beauty,Shampoo,4.0,1003.24,4012.96,2024-04-20,Quetta,Cash
101397,C0036,Electronics,Monitor,3.0,34044.47,102133.41,2025-11-27,Peshawar,Mobile Wallet
101245,C0220,Clothing,Cap,5.0,5767.54,28837.7,2025-12-22,Islamabad,Cash
101005,C0398,Groceries,Bread Loaf,1.0,1890.73,1890.73,2025-04-12,Hyderabad,Cash
101585,C0215,Clothing,Jeans,1.0,4690.43,4690.43,2024-10-24,Quetta,Bank Transfer
100647,C0336,Electronics,Smartwatch,1.0,48159.98,48159.98,2024-03-28,Unknown,Unknown
100271,C0516,Sports,Football,1.0,9967.12,9967.12,2024-11-03,Sialkot,Credit Card
100163,C0059,Home & Kitchen,Knife Set,3.0,544.08,1632.24,2025-04-09,Islamabad,Mobile Wallet
100288,C0333,Clothing,Jacket,1.0,4305.59,4305.59,2025-01-14,Karachi,Mobile Wallet
100980,C0173,Clothing,Jeans,1.0,2874.52,2874.52,2025-08-20,Multan,Cash
100095,C0346,Clothing,Socks Pack,2.0,6700.99,13401.98,2024-06-23,Sialkot,Bank Transfer
101188,C0186,Groceries,Rice 5kg,2.0,204.23,408.46,2025-10-10,Faisalabad,Cash
101469,C0257,Groceries,Bread Loaf,4.0,1065.74,4262.96,2024-11-25,Hyderabad,Debit Card
101347,C0017,Sports,Cricket Bat,2.0,12285.38,24570.76,2024-07-24,Sialkot,Mobile Wallet
100355,C0193,Groceries,Bread Loaf,2.0,2437.98,4875.96,2025-11-05,Karachi,Debit Card
101258,C0438,Home & Kitchen,Frying Pan,4.0,1694.97,6779.88,2024-10-07,Quetta,Bank Transfer
101651,C0008,Beauty,Shampoo,5.0,2054.84,10274.2,2024-04-08,Sialkot,Cash
100077,C0485,Home & Kitchen,Water Bottle,3.0,10446.42,31339.26,2024-06-23,Sialkot,Credit Card
101197,C0494,Electronics,Bluetooth Speaker,5.0,71395.38,356976.9,2025-08-12,Sialkot,Bank Transfer
100844,C0540,Groceries,Sugar 1kg,5.0,382.39,1911.95,2024-05-17,Peshawar,Bank Transfer
100484,C0401,Beauty,Face Wash,3.0,2929.25,8787.75,2025-08-11,Unknown,Mobile Wallet
100039,C0247,Beauty,Sunscreen,5.0,3245.61,16228.05,2025-10-22,Islamabad,Mobile Wallet
100043,C0380,Electronics,Power Bank,3.0,70914.41,212743.23,2025-11-03,Karachi,Unknown
101203,C0495,Groceries,Sugar 1kg,3.0,1113.11,3339.33,2025-12-19,Karachi,Bank Transfer
101278,C0036,Sports,Dumbbell Set,4.0,5022.31,20089.24,2025-06-23,Karachi,Mobile Wallet
100289,C0301,Clothing,Sneakers,5.0,7116.94,35584.7,2025-10-16,Sialkot,Mobile Wallet
100771,C0380,Clothing,Hoodie,1.0,1668.89,1668.89,2024-12-11,Peshawar,Bank Transfer
101121,C0274,Sports,Running Shoes,1.0,9657.74,9657.74,2024-03-22,Lahore,Mobile Wallet
101177,C0239,Sports,Gym Gloves,5.0,6715.98,33579.9,2025-06-24,Faisalabad,Bank Transfer
100243,C0075,Sports,Cricket Bat,3.0,7644.03,22932.09,2025-10-28,Peshawar,Credit Card
101431,C0024,Groceries,Bread Loaf,2.0,1030.96,2061.92,2025-12-20,Quetta,Debit Card
100909,C0539,Electronics,Smartwatch,1.0,29059.32,29059.32,2024-06-19,Multan,Debit Card
100962,C0420,Clothing,Dress,2.0,3330.41,6660.82,2025-03-02,Hyderabad,Mobile Wallet
100556,C0075,Electronics,Smartphone,3.0,2266.03,6798.09,2025-05-13,Lahore,Cash
101092,C0374,Groceries,Bread Loaf,4.0,1929.66,7718.64,2024-04-18,Quetta,Mobile Wallet
100074,C0249,Home & Kitchen,Knife Set,1.0,10762.34,10762.34,2025-08-09,Hyderabad,Unknown
100678,C0479,Clothing,Jacket,1.0,6501.03,6501.03,2025-05-03,Quetta,Mobile Wallet
101625,C0021,Electronics,Smartwatch,2.0,4148.09,8296.18,2024-11-12,Sialkot,Debit Card
100456,C0042,Sports,Football,3.0,9281.46,27844.38,2024-03-08,Islamabad,Cash
100938,C0411,Groceries,Biscuits,1.0,1681.97,1681.97,2024-09-01,Rawalpindi,Debit Card
101548,C0204,Electronics,Power Bank,4.0,75755.07,303020.28,2025-08-07,Faisalabad,Debit Card
101696,C0463,Clothing,Socks Pack,3.0,6988.77,20966.31,2024-07-02,Peshawar,Credit Card
100660,C0384,Home & Kitchen,Water Bottle,2.0,1970.93,3941.86,2025-05-19,Karachi,Credit Card
100977,C0135,Electronics,Smartwatch,4.0,45895.93,183583.72,2024-04-09,Lahore,Cash
100659,C0372,Electronics,USB-C Cable,3.0,41294.24,123882.72,2024-12-14,Rawalpindi,Credit Card
100458,C0371,Sports,Running Shoes,3.0,11341.62,34024.86,2025-08-03,Quetta,Unknown
101259,C0277,Home & Kitchen,Water Bottle,4.0,7611.59,30446.36,2025-11-20,Lahore,Bank Transfer
101181,C0091,Beauty,Face Wash,3.0,2717.76,8153.28,2025-05-07,Multan,Bank Transfer
100073,C0513,Clothing,Socks Pack,4.0,1767.01,7068.04,2024-06-06,Faisalabad,Credit Card
100151,C0163,Electronics,Bluetooth Speaker,1.0,118101.35,118101.35,2025-05-02,Karachi,Credit Card
101496,C0117,Sports,Yoga Mat,3.0,3342.11,10026.33,2025-05-21,Sialkot,Bank Transfer
101207,C0075,Groceries,Eggs Dozen,1.0,2066.9,2066.9,2024-08-04,Islamabad,Mobile Wallet
101615,C0026,Home & Kitchen,Mug,1.0,2345.62,2345.62,2025-08-14,Quetta,Unknown
101190,C0286,Groceries,Cooking Oil 1L,2.0,389.4,778.8,2024-06-14,Sialkot,Bank Transfer
101128,C0162,Beauty,Shampoo,1.0,2337.78,2337.78,2025-02-04,Quetta,Mobile Wallet
100319,C0567,Beauty,Body Lotion,2.0,1173.9,2347.8,2025-05-14,Multan,Bank Transfer
100641,C0409,Clothing,Dress,4.0,3063.99,12255.96,2025-11-10,Sialkot,Unknown
101122,C0264,Electronics,Laptop,5.0,59544.63,297723.15,2025-08-02,Sialkot,Cash
100470,C0311,Groceries,Rice 5kg,3.0,2361.24,7083.72,2024-11-13,Faisalabad,Cash
100148,C0430,Clothing,T-Shirt,3.0,2927.08,8781.24,2024-04-02,Lahore,Bank Transfer
100455,C0140,Electronics,Smartwatch,4.0,119573.2,478292.8,2024-01-09,Karachi,Bank Transfer
101537,C0299,Home & Kitchen,Pillow,4.0,6914.04,27656.16,2025-04-18,Lahore,Credit Card
101376,C0307,Beauty,Body Lotion,5.0,4003.58,20017.9,2024-07-15,Quetta,Mobile Wallet
100561,C0516,Sports,Football,4.0,3524.32,14097.28,2024-01-15,Quetta,Credit Card
101275,C0028,Groceries,Cooking Oil 1L,4.0,951.98,3807.92,2025-09-26,Sialkot,Cash
101133,C0402,Sports,Cricket Bat,2.0,8462.45,16924.9,2025-07-27,Quetta,Unknown
100360,C0581,Home & Kitchen,Bed Sheet,1.0,6333.22,6333.22,2024-08-23,Faisalabad,Credit Card
100735,C0233,Home & Kitchen,Bed Sheet,3.0,7753.9,23261.7,2024-03-18,Sialkot,Bank Transfer
100899,C0217,Clothing,Cap,1.0,3258.88,3258.88,2025-09-26,Lahore,Mobile Wallet
100316,C0535,Home & Kitchen,Towel,1.0,9767.44,9767.44,2025-11-08,Unknown,Debit Card
100873,C0364,Home & Kitchen,Bed Sheet,2.0,8100.49,16200.98,2025-04-13,Unknown,Mobile Wallet
100907,C0178,Electronics,Wireless Earbuds,4.0,6309.41,25237.64,2025-04-18,Faisalabad,Debit Card
100869,C0569,Groceries,Tea Pack,3.0,1694.23,5082.69,2025-10-01,Karachi,Bank Transfer
100898,C0124,Beauty,Shampoo,1.0,2799.99,2799.99,2024-12-16,Sialkot,Credit Card
100852,C0568,Sports,Gym Gloves,1.0,7819.26,7819.26,2025-12-26,Multan,Credit Card
101534,C0074,Home & Kitchen,Pillow,1.0,11514.64,11514.64,2025-10-25,Hyderabad,Bank Transfer
100592,C0459,Sports,Gym Gloves,4.0,1296.81,5187.24,2024-06-22,Rawalpindi,Bank Transfer
101223,C0046,Electronics,Smartphone,1.0,6649.57,6649.57,2024-12-07,Multan,Bank Transfer
101024,C0244,Clothing,Cap,4.0,3430.65,13722.6,2025-11-26,Rawalpindi,Credit Card
101290,C0584,Beauty,Sunscreen,5.0,4361.37,21806.85,2025-07-21,Rawalpindi,Debit Card
100694,C0581,Clothing,Cap,2.0,3217.2,6434.4,2025-02-10,Hyderabad,Debit Card
100177,C0375,Sports,Cricket Bat,5.0,2235.83,11179.15,2025-03-28,Quetta,Debit Card
100778,C0394,Clothing,Dress,4.0,1367.04,5468.16,2025-08-21,Islamabad,Cash
100353,C0359,Electronics,Bluetooth Speaker,3.0,58563.6,175690.8,2025-06-03,Sialkot,Credit Card
100736,C0034,Clothing,T-Shirt,2.0,1734.25,3468.5,2025-11-26,Islamabad,Cash
100913,C0336,Clothing,Dress,5.0,7554.8,37774.0,2024-09-16,Faisalabad,Debit Card
100784,C0273,Sports,Water Bottle,5.0,8657.81,43289.05,2024-06-15,Karachi,Mobile Wallet
100371,C0525,Electronics,Wireless Earbuds,5.0,65577.05,327885.25,2025-08-06,Islamabad,Cash
100346,C0252,Clothing,Socks Pack,4.0,4454.24,17816.96,2024-09-04,Quetta,Cash
101077,C0534,Beauty,Sunscreen,1.0,4937.99,4937.99,2025-05-04,Multan,Bank Transfer
100872,C0300,Electronics,Smartphone,1.0,115211.67,115211.67,2024-10-15,Rawalpindi,Credit Card
101363,C0265,Clothing,Jeans,5.0,7025.41,35127.05,2024-11-08,Rawalpindi,Credit Card
100128,C0039,Groceries,Cooking Oil 1L,5.0,131.47,657.35,2025-08-03,Rawalpindi,Bank Transfer
101670,C0177,Electronics,USB-C Cable,2.0,54134.45,108268.9,2024-05-09,Multan,Debit Card
100481,C0458,Electronics,USB-C Cable,4.0,27622.85,110491.4,2025-12-25,Multan,Debit Card
101596,C0380,Groceries,Tea Pack,4.0,1810.55,7242.2,2024-07-01,Islamabad,Mobile Wallet
100952,C0293,Beauty,Shampoo,3.0,1685.5,5056.5,2025-01-10,Quetta,Cash
101257,C0041,Sports,Water Bottle,2.0,9831.08,19662.16,2025-04-04,Rawalpindi,Mobile Wallet
101691,C0407,Sports,Running Shoes,2.0,627.87,1255.74,2025-07-02,Hyderabad,Bank Transfer
100354,C0114,Groceries,Bread Loaf,4.0,687.42,2749.68,2024-08-01,Karachi,Debit Card
100826,C0372,Groceries,Sugar 1kg,2.0,1739.42,3478.84,2024-07-18,Hyderabad,Debit Card
101456,C0257,Sports,Gym Gloves,3.0,5106.07,15318.21,2024-09-20,Quetta,Credit Card
100877,C0183,Electronics,Monitor,4.0,3298.14,13192.56,2025-07-15,Islamabad,Debit Card
100331,C0162,Electronics,Wireless Earbuds,1.0,104566.94,104566.94,2025-11-13,Hyderabad,Mobile Wallet
100194,C0561,Groceries,Rice 5kg,4.0,311.2,1244.8,2024-03-05,Islamabad,Mobile Wallet
101008,C0061,Groceries,Tea Pack,3.0,1430.23,4290.69,2024-12-13,Rawalpindi,Cash
100442,C0490,Sports,Dumbbell Set,4.0,445.86,1783.44,2024-07-23,Hyderabad,Debit Card
101636,C0156,Groceries,Milk 1L,3.0,838.61,2515.83,2025-12-16,Faisalabad,Debit Card
100086,C0550,Home & Kitchen,Knife Set,2.0,4071.54,8143.08,2024-02-09,Peshawar,Cash
101002,C0042,Groceries,Cooking Oil 1L,1.0,1739.82,1739.82,2025-04-15,Hyderabad,Cash
100535,C0487,Sports,Running Shoes,5.0,588.45,2942.25,2024-05-15,Faisalabad,Mobile Wallet
101647,C0516,Clothing,Hoodie,5.0,4345.42,21727.1,2025-10-21,Karachi,Debit Card
100748,C0387,Clothing,Jacket,5.0,4387.74,21938.7,2024-09-25,Faisalabad,Mobile Wallet
101218,C0165,Clothing,T-Shirt,2.0,1348.29,2696.58,2025-04-10,Peshawar,Mobile Wallet
100063,C0461,Sports,Football,1.0,7413.4,7413.4,2025-06-25,Karachi,Debit Card
101178,C0295,Sports,Cricket Bat,5.0,9847.22,49236.1,2024-09-11,Multan,Bank Transfer
101026,C0029,Home & Kitchen,Pillow,1.0,5917.48,5917.48,2024-10-14,Sialkot,Bank Transfer
100216,C0591,Beauty,Hair Oil,2.0,4824.54,9649.08,2024-03-06,Faisalabad,Debit Card
101298,C0191,Electronics,Smartphone,2.0,98008.67,196017.34,2024-05-06,Faisalabad,Bank Transfer
100104,C0222,Groceries,Rice 5kg,2.0,1956.78,3913.56,2024-08-18,Multan,Cash
100662,C0509,Home & Kitchen,Water Bottle,3.0,6532.31,19596.93,2024-04-09,Lahore,Cash
100572,C0284,Sports,Football,3.0,1185.08,3555.24,2024-08-02,Islamabad,Cash
101572,C0584,Groceries,Sugar 1kg,1.0,1434.92,1434.92,2025-10-13,Sialkot,Mobile Wallet
100334,C0387,Sports,Running Shoes,2.0,5934.77,11869.54,2024-01-10,Multan,Credit Card
100754,C0017,Beauty,Face Wash,1.0,2528.02,2528.02,2024-11-01,Islamabad,Cash
101247,C0077,Clothing,Jacket,3.0,1374.52,4123.56,2025-01-04,Rawalpindi,Cash
100411,C0335,Home & Kitchen,Pillow,5.0,7885.32,39426.6,2025-07-22,Rawalpindi,Bank Transfer
101459,C0298,Clothing,T-Shirt,3.0,5800.13,17400.39,2024-01-05,Lahore,Cash
101242,C0083,Groceries,Bread Loaf,3.0,2292.96,6878.88,2025-07-09,Rawalpindi,Credit Card
100564,C0164,Sports,Football,3.0,2409.39,7228.17,2024-04-13,Quetta,Bank Transfer
100782,C0281,Electronics,Monitor,2.0,89734.74,179469.48,2024-12-20,Islamabad,Mobile Wallet
101023,C0293,Electronics,Smartphone,2.0,81765.01,163530.02,2024-06-05,Faisalabad,Bank Transfer
101095,C0027,Clothing,Dress,1.0,2967.54,2967.54,2024-09-24,Multan,Debit Card
100595,C0538,Electronics,Laptop,5.0,57968.39,289841.95,2024-11-22,Karachi,Mobile Wallet
101413,C0215,Beauty,Perfume,5.0,1661.51,8307.55,2025-09-20,Sialkot,Cash
100461,C0083,Beauty,Perfume,1.0,3438.85,3438.85,2025-10-14,Sialkot,Mobile Wallet
100202,C0515,Sports,Water Bottle,4.0,6975.42,27901.68,2025-06-20,Peshawar,Mobile Wallet
101116,C0460,Beauty,Shampoo,4.0,1963.55,7854.2,2025-12-15,Karachi,Credit Card
100424,C0480,Electronics,Smartwatch,3.0,85260.29,255780.87,2024-12-27,Sialkot,Cash
101527,C0024,Home & Kitchen,Frying Pan,2.0,2503.66,5007.32,2024-11-25,Faisalabad,Cash
100192,C0010,Groceries,Tea Pack,5.0,2382.4,11912.0,2024-11-09,Quetta,Debit Card
101274,C0355,Clothing,T-Shirt,3.0,5611.45,16834.35,2025-10-20,Faisalabad,Credit Card
100066,C0551,Beauty,Perfume,1.0,1258.92,1258.92,2024-10-08,Sialkot,Debit Card
100519,C0439,Beauty,Perfume,3.0,3891.83,11675.49,2025-11-15,Sialkot,Debit Card
100537,C0172,Home & Kitchen,Bed Sheet,1.0,7179.61,7179.61,2024-08-02,Multan,Debit Card
100384,C0137,Groceries,Sugar 1kg,4.0,1725.87,6903.48,2024-09-07,Rawalpindi,Cash
101663,C0091,Sports,Football,5.0,13581.27,67906.35,2024-07-13,Quetta,Debit Card
101317,C0028,Clothing,Jacket,5.0,7478.58,37392.9,2025-06-24,Rawalpindi,Mobile Wallet
101415,C0230,Beauty,Body Lotion,1.0,2968.37,2968.37,2024-06-04,Quetta,Credit Card
100425,C0499,Beauty,Lipstick,5.0,1321.26,6606.3,2025-05-11,Multan,Cash
100569,C0519,Home & Kitchen,Mug,3.0,9089.96,27269.88,2024-11-06,Islamabad,Credit Card
100998,C0499,Clothing,Sneakers,1.0,895.67,895.67,2024-05-15,Karachi,Bank Transfer
